0
dki jakarta
jakarta akan
akan dimulai
dimulai pada
pada pekan
pekan depan
depan rencananya
rencananya wfh
wfh ini
ini akan
akan berlangsung
berlangsung pada
agustus hingga
hingga oktober
oktober alias
alias bulan
bulan namun
namun patut
patut dicatat
dicatat sistem
sistem wfh
wfh yang
yang ditujukan
untuk merespons
merespons polusi
polusi udara
udara dan
dan pelaksanaan
pelaksanaan ktt
ktt asean
asean ini
ini tidak
tidak berlaku
berlaku untuk
untuk semua
semua asn
asn jakarta
jakarta plt
plt kepala
dinas komunikasi
komunikasi informatika
informatika dan
dan statistik
statistik dki
jakarta sigit
sigit wijatmoko
wijatmoko menerangkan
menerangkan uji
uji coba
coba wfh
ini dilakukan
dilakukan dengan
dengan persentase
persentase kehadiran
kehadiran di
di lingkungan
lingkungan pemprov
jakarta uji
coba itu
itu bagi
bagi asn
asn yang
yang melakukan
melakukan fungsi
fungsi staf
staf atau
atau pendukung
pendukung namun
namun tidak
berlaku pada
pada layanan
layanan yang
yang bersifat
bersifat langsung
langsung kepada
kepada masyarakat
masyarakat seperti
seperti rsud
rsud puskesmas
puskesmas satpol
satpol pp
pp dinas
dinas penanggulangan
penanggulangan kebakaran
kebakaran dan
dan penyelamatan
penyelamatan dinas
perhubungan hingga
hingga pelayanan
pelayanan tingkat
tingkat kelurahan
kelurahan jajaran
jajaran pemprov
jakarta tetap
tetap berupaya
berupaya memberikan
memberikan pelayanan
pelayanan kepada
masyarakat secara
secara optimal
optimal kami
kami pastikan
pastikan penerapan
penerapan wfh
wfh tidak
tidak berdampak
berdampak pada
pada pelayanan
pelayanan publik
publik dan
dan pekerjaan
pekerjaan tetap
tetap dilakukan
dilakukan sebagaimana
sebagaimana mestinya
mestinya tegas
tegas sigit
sigit dalam
dalam siaran
siaran pers
pers pemerintah
provinsi dki
jakarta jumat
jumat sigit
sigit menambahkan
menambahkan persentase
persentase pegawai
pegawai yang
yang melaksanakan
melaksanakan wfh
wfh dan
dan kehadiran
di kantor
kantor juga
akan disesuaikan
disesuaikan selama
selama ktt
asean berlangsung
pada september
september dengan
dengan rincian
rincian pegawai
yang wfh
wfh sebanyak
sebanyak dan
dan bekerja
bekerja dari
dari kantor
kantor sebanyak
sebanyak penyesuaian
penyesuaian ini
ini berlaku
pada kantor
kantor kantor
kantor pemerintahan
pemerintahan yang
yang dekat
dekat dari
dari lokasi
lokasi ktt
asean seperti
seperti kantor
kantor dinas
dinas pariwisata
pariwisata di
di kuningan
kuningan jakarta
jakarta selatan
selatan tak
hanya uji
wfh pemprov
jakarta juga
akan menerapkan
menerapkan pembelajaran
pembelajaran jarak
jarak jauh
jauh pjj
pjj sigit
sigit memaparkan
memaparkan sistem
sistem pjj
pjj di
di sekolah
sekolah yang
yang berada
berada di
di sekitar
sekitar lokasi
asean hanya
hanya berlaku
pada saat
saat event
event tersebut
digelar yakni
yakni pada
september sistem
pjj tersebut
tersebut diberlakukan
diberlakukan dengan
kehadiran siswa
siswa sebanyak
sebanyak namun
namun untuk
untuk guru
guru dan
dan tenaga
tenaga pendidik
pendidik di
sekolah tersebut
tersebut tetap
tetap hadir
hadir dan
dan beraktivitas
beraktivitas untuk
untuk pjj
pjj hanya
hanya saat
saat ktt
berlangsung sekolah
yang menerapkan
menerapkan pjj
pjj juga
juga hanya
hanya yang
yang berlokasi
berlokasi di
sekitar venue
venue ktt
seperti di
di daerah
daerah thamrin
thamrin sudirman
sudirman tanah
tanah abang
abang kuningan
kuningan dan
dan menteng
menteng namun
untuk sekolah
yang jauh
jauh dari
dari venue
daerah jakarta
jakarta barat
barat dan
dan jakarta
jakarta timur
timur tetap
tetap beraktivitas
beraktivitas normal
normal dengan
dengan masuk
masuk terangnyasetelah
terangnyasetelah ktt
berlangsung lanjutnya
lanjutnya sekolah
sekolah di
asean tersebut
tersebut dapat
dapat melaksanakan
melaksanakan pembelajaran
pembelajaran seperti
biasa atau
atau kehadiran
siswa sementara
itu pj
pj gubernur
gubernur dki
jakarta heri
heri budi
budi hartono
hartono mengatakan
mengatakan menteri
menteri koordinator
koordinator bidang
bidang kemaritiman
kemaritiman dan
dan investasi
investasi luhut
luhut binsar
binsar pandjaitan
pandjaitan meminta
meminta agar
agar semua
semua kementerian
kementerian dan
dan lembaga
lembaga yang
yang berkantor
berkantor di
jakarta menerapkan
menerapkan kebijakan
kebijakan work
home alias
alias kerja
rumah kepada
kepada pegawainya
pegawainya pihaknya
pihaknya sendiri
sendiri mengatakan
mengatakan akan
akan menginisiasi
menginisiasi permintaan
permintaan luhut
luhut soal
soal pegawai
wfh lantas
lantas tadi
tadi pak
pak menteri
menteri sarankan
sarankan work
home intinya
intinya semua
kementerian diminta
diminta wfh
wfh kalau
kalau pemda
pemda dki
dki sudah
sudah menerapkan
menerapkan ungkap
ungkap heru
heru budi
budi di
kantor luhut
luhut thamrin
thamrin jakarta
jakarta pusat
pusat jumat
jumat heru
budi mengatakan
mengatakan pihaknya
pihaknya kemungkinan
kemungkinan akan
menerapkan wfh
wfh kepada
kepada pegawai
yang tidak
tidak bersinggungan
bersinggungan langsung
langsung dengan
dengan masyarakat
masyarakat namun
namun beberapa
beberapa sektor
sektor disebut
disebut heru
budi tidak
tidak melakukan
melakukan aktivitas
aktivitas jarak
jauh misalnya
misalnya saja
saja sektor
sektor kesehatan
kesehatan dan
dan pendidikan
pendidikan yang
bersinggungan dengan
masyarakat rs
rs sekolah
sekolah itu
itu tidak
tidak pembelajaran
jauh juga
juga tidak
tidak ungkap
heru budi
budi 5dinas
5dinas pariwisata
pariwisata dispar
dispar kota
kota palembang
palembang akan
menggelar lomba
lomba bidar
bidar tradisional
tradisional dan
dan perahu
perahu hias
hias pada
pada minggu
minggu kegiatan
kegiatan ini
ini rutin
rutin dilakukan
dilakukan dalam
rangka memeriahkan
memeriahkan hut
ri kepala
kepala dispar
palembang sulaiman
sulaiman amin
amin mengatakan
mengatakan event
event lomba
dan parade
parade perahu
perahu motor
motor hias
hias merupakan
merupakan event
event wisata
wisata budaya
palembang yang
digelar rutin
rutin setiap
tahun dalam
hut republik
indonesia lomba
lomba ini
ini diadakan
diadakan oleh
oleh pemerintah
pemerintah kota
palembang melalui
melalui dinas
pariwisata selain
itu maksud
maksud dan
dan tujuan
tujuan kegiatan
ini antara
antara lain
lain sebagai
sebagai sarana
sarana untuk
untuk melestarikan
melestarikan dan
dan memperkenalkan
memperkenalkan budaya
budaya khas
khas palembang
palembang serta
serta sumatera
sumatera selatan
selatan lomba
ini juga
juga bertujuan
bertujuan sebagai
sarana hiburan
hiburan bagi
bagi masyarakat
masyarakat dan
dan wisatawan
wisatawan ada
ada peningkatan
peningkatan jumlah
jumlah peserta
peserta yang
yang akan
akan ikut
ikut peserta
peserta perahu
hias peserta
dan sudah
sudah konfirmasi
konfirmasi peserta
dari lingkungan
lingkungan dinas
dinas swasta
swasta dan
dan bumd
bumd angka
angka ini
ini meningkat
meningkat dari
dari tahun
tahun sebelumnya
sebelumnya berjumlah
berjumlah peserta
peserta katanya
katanya jumat
jumat malam
malam sedangkan
sedangkan peserta
peserta bidar
tradisional yang
yang panjang
panjang meter
meter dikayuh
dikayuh pendayung
pendayung ini
akan menempuh
menempuh jarah
jarah tempuh
tempuh meter
meter yang
yang start
start awal
awal dari
dari pelabuhan
pelabuhan dishub
dishub palembang
palembang ilir
ilir palembang
palembang dan
dan finis
finis di
di benteng
benteng kuto
kuto besak
besak bkb
bkb berjumlah
berjumlah sebelumnya
sebelumnya hanya
hanya peserta
peserta tahun
ini menjadi
menjadi target
target yang
yang signifikan
signifikan kunjungan
kunjungan wisata
wisata ke
kota tertua
tertua di
di indonesia
indonesia ini
ini terlebih
terlebih sebelumnya
sebelumnya hampir
hampir seluruh
seluruh event
wisata juga
tidak terlaksana
terlaksana karena
karena covid
covid ungkapnya
ungkapnya menurutnya
menurutnya akan
akan ada
ada lonjakan
lonjakan pengunjung
pengunjung warga
warga lokal
lokal dan
wisatawan lokal
mancanegara untuk
menyaksikan langsung
langsung event
tersebut yang
yang sebelumnya
sebelumnya sempat
sempat vacum
vacum selama
dua tahun
tahun karena
karena pandemi
pandemi covid
covid jadi
jadi jangan
jangan takut
takut untuk
menyaksikan dari
dari dekat
dekat pesta
pesta rakyat
rakyat hut
ri ini
ini langsung
langsung dari
dari bkb
bkb bidar
bidar dan
hias ini
ini imbuhnya
imbuhnya masih
masih dikatakan
dikatakan sulaiman
sulaiman kegiatan
akan melibatkan
melibatkan pihak
pihak kepolisian
kepolisian dinas
perhubungan dishub
dishub dan
dan petugas
petugas lainnya
lainnya selama
selama lomba
hias di
di sungai
sungai musi
musi minggu
minggu nanti
nanti hal
hal ini
untuk mencegah
mencegah keresahan
keresahan warga
warga akan
akan maraknya
maraknya pungutan
pungutan liar
liar pungli
pungli parkir
parkir di
bkb palembang
yang dinilai
dinilai tidak
tidak wajar
wajar kita
kita sudah
sudah mengantisipasinya
mengantisipasinya karena
karena banyaknya
banyaknya laporan
laporan warga
akan pungli
di bkb
bkb yang
wajar untuk
untuk itu
itu kita
kita melibatkan
kepolisian dan
dan dishub
dishub ungkapnya
ungkapnya event
event ini
akan juga
juga dimeriahkan
dimeriahkan dengan
dengan panggung
panggung hiburan
rakyat yang
yang mendatangkan
mendatangkan bintang
bintang tamu
tamu artis
artis suaka
suaka dan
dan penampilan
penampilan artis
artis lokal
lokal seperti
seperti kopral
kopral jono
jono fania
fania da
da trio
trio dispar
dispar melanie
melanie zee
zee kamsul
kamsul yasaman
yasaman sahara
sahara dristy
dristy ponjen
ponjen band
band sachet
sachet band
band sixline
sixline band
band double
double you
you dan
dan duo
duo abil
abil daffa
daffa alif
alif selain
itu juga
juga diramaikan
diramaikan dengan
dengan tenda
tenda umkm
umkm yang
yang menghadirkan
menghadirkan beragam
beragam produk
produk makan
makan minum
minum dan
dan produk
produk lainnya
lainnya dalam
rangka meramaikan
meramaikan serta
serta memeriahkan
memeriahkan event
ini pungkasnya
pungkasnya 6tepat
6tepat agustus
agustus indonesia
indonesia merayakan
merayakan hari
hari kemerdekaannya
kemerdekaannya yang
yang ke
ke nah
nah apakah
apakah detikers
detikers tahu
tahu beberapa
beberapa daerah
daerah mengadakan
mengadakan tradisi
tradisi unik
unik untuk
untuk memperingati
memperingati hari
hari kemerdekaan
kemerdekaan agustus
agustus di
di samping
samping menghias
menghias dan
dan mendekorasi
mendekorasi tempat
tempat tinggal
tinggal daerah
daerah daerah
daerah di
juga membuat
membuat perayaan
perayaan meriah
meriah mulai
dari pacu
pacu kuda
kuda estafet
estafet obor
obor hingga
hingga sepak
sepak bola
bola durian
durian lho
lho penasaran
penasaran intip
intip tradisi
unik hari
agustus berikut
berikut di
di kelurahan
kelurahan papandayan
papandayan kecamatan
kecamatan gajahmungkur
gajahmungkur semarang
semarang jawa
jawa tengah
tengah masyarakat
masyarakat melakukan
melakukan lari
lari obor
obor estafet
estafet peserta
peserta dalam
dalam lomba
lomba lari
estafet adalah
adalah para
para atlet
atlet terbaik
terbaik di
di semarang
semarang adapun
adapun alasan
alasan penggunaan
penggunaan obor
obor karena
karena obor
obor dianggap
sebagai simbol
simbol semangat
semangat dari
dari para
para pahlawan
pahlawan saat
saat memperjuangkan
memperjuangkan kemerdekaan
kemerdekaan republik
indonesia tradisi
tradisi yang
yang sudah
sudah dilakukan
dilakukan oleh
oleh masyarakat
masyarakat aceh
aceh ini
merupakan permainan
permainan rakyat
rakyat sejak
sejak masa
masa kolonial
kolonial belanda
belanda setelah
setelah indonesia
indonesia merdeka
merdeka permainan
permainan ini
ini secara
secara resmi
resmi diambil
diambil alih
alih oleh
pemerintah setempat
setempat sejak
sejak saat
saat itu
itu pemerintah
pemerintah dan
dan masyarakat
aceh menganggap
menganggap bahwa
bahwa pacu
pacu kude
kude merupakan
merupakan simbol
simbol dari
dari perjuangan
perjuangan rakyat
rakyat untuk
untuk mendapatkan
mendapatkan kemerdekaan
kemerdekaan tradisi
tradisi pacu
kude terus
terus digalakkan
digalakkan dalam
rangka merayakan
merayakan hut
ri setiap
tahunnya kuda
kuda yang
yang ikut
ikut serta
serta dalam
dalam pacuan
pacuan ini
ini berasal
berasal dari
dari enam
enam daerah
daerah yaitu
yaitu aceh
aceh tengah
tengah yang
yang merupakan
merupakan tuan
tuan rumah
rumah bener
bener meriah
meriah gayo
gayo lues
lues aceh
aceh tenggara
tenggara aceh
aceh besar
besar dan
dan sumatera
sumatera barat
barat adapun
adapun kuda
yang khusus
khusus dijadikan
dijadikan pacuan
pacuan adalah
adalah hasil
hasil persilangan
persilangan antara
antara kuda
kuda australia
australia dan
dan kuda
kuda gayo
gayo lomba
lomba dayung
dayung perahu
perahu naga
naga rutin
rutin meramaikan
meramaikan hut
ri acara
ini telah
telah digelar
digelar sejak
sejak tahun
tahun di
sungai martapura
martapura di
samping merayakan
merayakan ulang
ulang tahun
tahun kemerdekaan
kemerdekaan acara
juga untuk
untuk menyaring
menyaring bibit
bibit bibit
bibit pendayung
pendayung andal
andal awalnya
awalnya acara
ini memang
memang hanya
hanya diperuntukkan
diperuntukkan bagi
bagi warga
warga setempat
setempat namun
namun karena
karena semakin
semakin terkenal
terkenal pesertanya
pesertanya pun
pun semakin
semakin beragam
beragam tradisi
agustus lainnya
lainnya ialah
ialah lomba
lomba sampan
sampan layar
layar diselenggarakan
diselenggarakan sejak
tahun lomba
ini biasanya
biasanya dilaksanakan
dilaksanakan setelah
setelah upacara
upacara peringatan
peringatan hut
ri lomba
layar menurut
menurut situs
situs indonesia
indonesia travel
travel kementerian
kementerian pariwisata
pariwisata dan
dan ekonomi
ekonomi kreatif
kreatif republik
indonesia sangat
sangat meriah
meriah akan
ada banyak
banyak perahu
perahu kayu
kayu warna
warna warni
warni yang
yang berlayar
berlayar dan
dan membuat
membuat suasana
suasana kian
kian semarak
semarak karena
karena kepopuleran
kepopuleran acara
ini penonton
penonton tidak
tidak hanya
hanya datang
datang dari
dari warga
warga batam
batam tapi
tapi juga
wisatawan domestik
domestik hingga
hingga mancanegara
mancanegara telok
telok abang
abang adalah
adalah mainan
mainan khas
khas bulan
bulan agustus
agustus incaran
incaran masyarakat
masyarakat mainan
mainan dari
dari gabus
gabus ini
ini dibentuk
dibentuk menjadi
menjadi kapal
kapal laut
laut pesawat
pesawat terbang
terbang atau
atau kereta
kereta selain
selain gabus
gabus yang
yang berwarna
berwarna kuning
kuning serta
serta berbagai
berbagai kertas
kertas yang
yang ditempelkan
ditempelkan sebagai
sebagai hiasan
hiasan telok
abang juga
juga dilengkapi
dilengkapi dengan
dengan telur
telur rebus
rebus uniknya
uniknya telur
telur tersebut
tersebut dicat
dicat dengan
dengan warna
warna merah
merah kemudian
kemudian ditancapkan
ditancapkan di
di bagian
bagian tengah
tengah kapal
kapal barikan
barikan adalah
adalah sebuah
sebuah tradisi
yang dilakukan
oleh warga
warga malang
malang setiap
setiap malam
malam hari
hari menjelang
menjelang agustus
agustus acara
merupakan syukuran
syukuran di
di setiap
setiap kampung
kampung atau
atau lingkungan
lingkungan warga
warga dalam
dalam acara
ada acara
acara doa
doa bersama
bersama renungan
renungan kemerdekaan
kemerdekaan menyanyikan
menyanyikan lagu
lagu kebangsaan
kebangsaan dan
dan makan
makan bersama
bersama acara
dilakukan sebagai
sebagai wujud
wujud syukur
syukur serta
serta ajang
ajang silaturahmi
silaturahmi untuk
untuk mempererat
mempererat persaudaraan
persaudaraan antar
antar tetangga
tetangga serupa
serupa dengan
dengan barikan
